position,srx,status,r2_file,timestamp,error,selectedResolution,nPcs,cumvar,nClustersPreMerge,nClustersPostMerge,nMerges,kPrior,kFiltered,nCellsDropped,nCellsFinal,jaccAtSelected
159/801,SRX16217013,success,designated_clustering_2/SRX16217013_clustered.h5ad,2026-05-19 16:52:36,,0.1,44,50.14664754271507,7,6,1,13,3,75,9852,1.383850832801572
164/801,SRX18248068,success,designated_clustering_2/SRX18248068_clustered.h5ad,2026-05-19 16:53:04,,1.0,15,53.436094522476196,19,18,1,24,16,385,2964,7.812156829732828
158/801,SRX16217004,success,designated_clustering_2/SRX16217004_clustered.h5ad,2026-05-19 16:53:06,,0.1,47,50.149935483932495,3,3,0,11,5,245,12047,1.3320581411285666
161/801,SRX14891761,success,designated_clustering_2/SRX14891761_clustered.h5ad,2026-05-19 16:53:22,,1.3,15,50.54008364677429,26,20,6,28,23,379,9135,9.461803406651022
140/801,SRX16217009,success,designated_clustering_2/SRX16217009_clustered.h5ad,2026-05-19 16:53:29,,0.1,43,50.2458818256855,7,6,1,14,5,158,22164,1.5287988663140544
169/801,SRX15263318,success,designated_clustering_2/SRX15263318_clustered.h5ad,2026-05-19 16:54:50,,0.2,23,50.0041838735342,7,7,0,20,12,505,3645,2.292702399729016
155/801,SRX16217017,success,designated_clustering_2/SRX16217017_clustered.h5ad,2026-05-19 16:55:00,,0.1,50,50.06326138973236,6,6,0,8,4,68,12382,1.230224415576747
165/801,SRX18248066,success,designated_clustering_2/SRX18248066_clustered.h5ad,2026-05-19 16:55:34,,1.0,15,54.48039174079895,24,19,5,27,22,125,8666,10.932951835841552
162/801,SRX17150749,success,designated_clustering_2/SRX17150749_clustered.h5ad,2026-05-19 16:56:10,,0.2,50,28.501015156507492,2,1,1,12,5,495,14655,0.8973528638504243
170/801,SRX18248063,success,designated_clustering_2/SRX18248063_clustered.h5ad,2026-05-19 16:56:29,,0.7,27,50.3007248044014,16,14,2,27,16,2184,7323,6.232755152333342
166/801,SRX18248065,success,designated_clustering_2/SRX18248065_clustered.h5ad,2026-05-19 16:56:54,,1.9,38,50.13817101716995,36,27,9,26,22,456,12984,6.14333818392863
171/801,SRX14891765,success,designated_clustering_2/SRX14891765_clustered.h5ad,2026-05-19 16:57:28,,1.0,24,50.3934808075428,21,15,6,26,16,654,5966,6.530005480375644
149/801,SRX17150750,success,designated_clustering_2/SRX17150750_clustered.h5ad,2026-05-19 16:58:14,,0.3,50,34.74554717540741,4,1,3,13,5,1061,15100,0.7726351884750495
167/801,SRX18248062,success,designated_clustering_2/SRX18248062_clustered.h5ad,2026-05-19 16:58:26,,0.9,15,50.93165040016174,19,18,1,24,15,1477,11853,4.752718344759238
177/801,SRX17035589,success,designated_clustering_2/SRX17035589_clustered.h5ad,2026-05-19 16:58:41,,0.2,50,43.20845603942871,3,3,0,15,4,47,2383,2.4516350543758683
173/801,SRX14891767,success,designated_clustering_2/SRX14891767_clustered.h5ad,2026-05-19 16:59:24,,1.2,31,50.175461918115616,22,21,1,28,21,1067,8337,6.096846286566345
179/801,ERX4409913,success,designated_clustering_2/ERX4409913_clustered.h5ad,2026-05-19 16:59:34,,0.1,50,36.53963878750801,1,1,0,7,2,32,1593,0.9799121155052744
175/801,SRX12868715,success,designated_clustering_2/SRX12868715_clustered.h5ad,2026-05-19 16:59:36,,1.5,49,50.17557889223099,27,22,5,26,22,2752,7525,6.912797148797222
174/801,SRX15263315,success,designated_clustering_2/SRX15263315_clustered.h5ad,2026-05-19 16:59:40,,0.4,50,49.53252077102661,17,6,11,18,11,141,7559,1.9159853432070033
163/801,SRX16217015,success,designated_clustering_2/SRX16217015_clustered.h5ad,2026-05-19 16:59:47,,0.1,40,50.34654960036278,5,5,0,9,4,181,18040,1.322512314654269
172/801,SRX16217002,success,designated_clustering_2/SRX16217002_clustered.h5ad,2026-05-19 17:00:22,,0.2,41,50.25072693824768,6,6,0,11,6,197,15092,1.3853547723021178
176/801,SRX12868717,success,designated_clustering_2/SRX12868717_clustered.h5ad,2026-05-19 17:00:33,,1.4,27,50.06740316748619,29,19,10,27,20,582,9340,6.522898360370111
168/801,SRX18248064,success,designated_clustering_2/SRX18248064_clustered.h5ad,2026-05-19 17:01:29,,1.9,28,50.2943329513073,34,24,10,25,24,205,20932,5.754222313328242
180/801,SRX16217012,success,designated_clustering_2/SRX16217012_clustered.h5ad,2026-05-19 17:01:51,,0.1,45,50.13635829091072,4,4,0,11,3,129,9215,1.5932723726959492
187/801,SRX15263317,success,designated_clustering_2/SRX15263317_clustered.h5ad,2026-05-19 17:02:45,,1.4,41,50.10501742362976,18,8,10,19,12,233,4200,2.2767840663762033
183/801,SRX16217007,success,designated_clustering_2/SRX16217007_clustered.h5ad,2026-05-19 17:03:12,,0.1,36,50.03381371498108,5,5,0,11,5,114,11204,1.140782440685432
186/801,SRX12868721,success,designated_clustering_2/SRX12868721_clustered.h5ad,2026-05-19 17:03:33,,0.3,24,50.2976730465889,14,14,0,28,20,321,6788,8.276518268384695
182/801,SRX16217003,success,designated_clustering_2/SRX16217003_clustered.h5ad,2026-05-19 17:03:37,,0.1,43,50.17741471529007,4,4,0,11,4,190,12532,1.250664636971575
184/801,SRX16217010,success,designated_clustering_2/SRX16217010_clustered.h5ad,2026-05-19 17:04:02,,0.1,45,50.23067519068718,5,5,0,10,4,101,12498,1.5158181734233405
193/801,SRX19215444,success,designated_clustering_2/SRX19215444_clustered.h5ad,2026-05-19 17:04:14,,0.1,48,50.12626647949219,5,5,0,11,5,10,1249,0.7121786903478865
188/801,SRX12868712,success,designated_clustering_2/SRX12868712_clustered.h5ad,2026-05-19 17:04:21,,1.1,31,50.085482746362686,23,17,6,25,21,2081,6533,8.039732036031143
185/801,SRX12868713,success,designated_clustering_2/SRX12868713_clustered.h5ad,2026-05-19 17:04:29,,1.1,22,50.07863938808441,25,19,6,25,22,1390,12213,5.696589295847038
181/801,SRX14891769,success,designated_clustering_2/SRX14891769_clustered.h5ad,2026-05-19 17:04:30,,0.9,26,50.367146730422974,24,21,3,27,27,516,13534,8.383774402001055
194/801,SRX19264641,success,designated_clustering_2/SRX19264641_clustered.h5ad,2026-05-19 17:05:10,,0.4,50,48.8335058093071,6,5,1,13,4,157,2534,0.9417407012628483
191/801,SRX12868719,success,designated_clustering_2/SRX12868719_clustered.h5ad,2026-05-19 17:05:10,,1.6,15,53.150057792663574,27,19,8,27,20,360,6305,6.663538872368016
195/801,SRX19704127,success,designated_clustering_2/SRX19704127_clustered.h5ad,2026-05-19 17:05:23,,1.6,24,50.02043545246124,20,16,4,25,20,233,4224,7.653650452621839
196/801,SRX19704147,success,designated_clustering_2/SRX19704147_clustered.h5ad,2026-05-19 17:05:30,,0.5,28,50.34676864743233,11,11,0,24,11,117,3852,4.8858975922358825
197/801,SRX19704149,success,designated_clustering_2/SRX19704149_clustered.h5ad,2026-05-19 17:05:30,,0.1,50,49.86904710531235,3,3,0,20,8,86,3244,2.385105553551091
190/801,SRX14891760,success,designated_clustering_2/SRX14891760_clustered.h5ad,2026-05-19 17:05:46,,1.3,33,50.32573342323303,25,19,6,28,22,576,10003,6.4570298947769444
178/801,SRX17137139,success,designated_clustering_2/SRX17137139_clustered.h5ad,2026-05-19 17:05:47,,1.9,50,46.17677181959152,22,14,8,20,11,488,18512,1.3706735745278718
199/801,SRX19704128,success,designated_clustering_2/SRX19704128_clustered.h5ad,2026-05-19 17:05:55,,1.5,45,50.113753974437714,21,18,3,25,14,103,3047,4.499507679894382
198/801,SRX19704169,success,designated_clustering_2/SRX19704169_clustered.h5ad,2026-05-19 17:06:07,,1.0,43,50.13398230075836,16,13,3,27,22,83,7250,6.245740700992126
204/801,SRX19704166,success,designated_clustering_2/SRX19704166_clustered.h5ad,2026-05-19 17:06:29,,1.2,26,50.10164529085159,21,19,2,24,19,798,2525,8.00757821643825
192/801,SRX14891762,success,designated_clustering_2/SRX14891762_clustered.h5ad,2026-05-19 17:06:31,,1.1,26,50.21616034209728,25,25,0,27,21,386,9328,6.8725363394236325
200/801,SRX19704148,success,designated_clustering_2/SRX19704148_clustered.h5ad,2026-05-19 17:06:58,,1.2,39,50.201842188835144,16,8,8,22,12,184,6720,3.8490567169066647
205/801,SRX19730968,success,designated_clustering_2/SRX19730968_clustered.h5ad,2026-05-19 17:07:05,,0.9,48,50.09839087724686,9,7,2,12,8,35,2556,2.950559180382448
207/801,SRX19704165,success,designated_clustering_2/SRX19704165_clustered.h5ad,2026-05-19 17:07:46,,1.2,24,50.146762281656265,18,16,2,27,16,1466,3919,7.2507671517743
211/801,SRX19730933,success,designated_clustering_2/SRX19730933_clustered.h5ad,2026-05-19 17:08:26,,0.7,50,47.35446572303772,7,6,1,15,7,57,1960,1.364466188017488
201/801,SRX19704188,success,designated_clustering_2/SRX19704188_clustered.h5ad,2026-05-19 17:08:30,,1.5,20,50.238846987485886,31,24,7,26,21,1129,8974,5.804887870396423
206/801,SRX19704139,success,designated_clustering_2/SRX19704139_clustered.h5ad,2026-05-19 17:08:52,,1.3,16,50.207483349367976,25,16,9,25,21,487,8492,7.196003061230331
208/801,SRX19704156,success,designated_clustering_2/SRX19704156_clustered.h5ad,2026-05-19 17:09:23,,1.6,15,52.81372666358948,31,28,3,27,22,2696,7170,7.353470194930836
209/801,SRX19704157,success,designated_clustering_2/SRX19704157_clustered.h5ad,2026-05-19 17:10:11,,1.9,15,53.242796659469604,35,24,11,28,21,2238,8253,6.572479850608823
214/801,SRX19704197,success,designated_clustering_2/SRX19704197_clustered.h5ad,2026-05-19 17:10:17,,1.0,21,50.47167465090752,21,21,0,25,19,95,3825,7.939760070589683
210/801,SRX19704170,success,designated_clustering_2/SRX19704170_clustered.h5ad,2026-05-19 17:10:27,,0.8,38,50.02815127372742,16,14,2,27,19,102,9150,4.767596225671021
213/801,SRX19704160,success,designated_clustering_2/SRX19704160_clustered.h5ad,2026-05-19 17:10:39,,1.9,18,50.05042366683483,26,20,6,28,20,612,5287,7.354400657759054
217/801,SRX19727434,success,designated_clustering_2/SRX19727434_clustered.h5ad,2026-05-19 17:11:10,,1.5,47,50.10445937514305,16,12,4,20,11,129,2043,4.05156382594519
219/801,SRX19727435,success,designated_clustering_2/SRX19727435_clustered.h5ad,2026-05-19 17:11:17,,1.3,39,50.15211999416351,15,6,9,20,8,58,1407,2.5701753553335207
202/801,SRX19704159,success,designated_clustering_2/SRX19704159_clustered.h5ad,2026-05-19 17:11:23,,0.6,15,55.750077962875366,17,17,0,23,17,1996,16027,4.182592006668542
216/801,SRX19727425,success,designated_clustering_2/SRX19727425_clustered.h5ad,2026-05-19 17:11:27,,1.1,22,50.342706963419914,15,12,3,21,9,92,5905,3.2588604987795007
203/801,SRX19704164,success,designated_clustering_2/SRX19704164_clustered.h5ad,2026-05-19 17:11:39,,0.4,15,56.02448582649231,12,11,1,23,16,1106,16966,3.9927732092043082
218/801,SRX19727429,success,designated_clustering_2/SRX19727429_clustered.h5ad,2026-05-19 17:11:58,,0.8,23,50.349824503064156,15,11,4,19,9,75,4682,3.83288036528206
223/801,SRX19727431,success,designated_clustering_2/SRX19727431_clustered.h5ad,2026-05-19 17:12:11,,0.8,29,50.0415563583374,14,11,3,21,10,84,2096,3.77446553259762
215/801,SRX19704162,success,designated_clustering_2/SRX19704162_clustered.h5ad,2026-05-19 17:12:12,,1.7,15,55.57764172554016,28,17,11,26,19,1117,7899,4.9993169498361665
212/801,SRX19704142,success,designated_clustering_2/SRX19704142_clustered.h5ad,2026-05-19 17:12:12,,1.9,30,50.34155920147896,34,24,10,25,19,500,11749,5.667163107878608
225/801,SRX19727428,success,designated_clustering_2/SRX19727428_clustered.h5ad,2026-05-19 17:12:26,,1.9,24,50.1922532916069,24,18,6,22,11,142,3058,2.8202182137994303
229/801,SRX19844846,success,designated_clustering_2/SRX19844846_clustered.h5ad,2026-05-19 17:12:38,,0.3,15,50.08088946342468,6,4,2,20,9,82,1317,2.999884410759679
230/801,SRX19844825,success,designated_clustering_2/SRX19844825_clustered.h5ad,2026-05-19 17:13:18,,0.9,29,50.091175734996796,12,11,1,25,11,217,1459,5.685241910171863
220/801,SRX19730934,success,designated_clustering_2/SRX19730934_clustered.h5ad,2026-05-19 17:13:47,,0.2,50,46.11426517367363,4,3,1,12,7,63,5492,1.2917756633513091
221/801,SRX19704196,success,designated_clustering_2/SRX19704196_clustered.h5ad,2026-05-19 17:13:57,,0.9,50,50.110527873039246,18,11,7,25,14,190,7425,4.1184030438122425
222/801,SRX19704179,success,designated_clustering_2/SRX19704179_clustered.h5ad,2026-05-19 17:13:58,,0.7,34,50.02831816673279,19,19,0,27,25,627,8650,8.429559619084872
231/801,SRX19844838,success,designated_clustering_2/SRX19844838_clustered.h5ad,2026-05-19 17:14:03,,0.5,23,50.12431852519512,11,6,5,20,11,299,3596,3.2595353253844106
226/801,SRX19704171,success,designated_clustering_2/SRX19704171_clustered.h5ad,2026-05-19 17:14:32,,0.7,37,50.13532266020775,11,8,3,28,18,115,7979,4.227984588887745
232/801,SRX19844819,success,designated_clustering_2/SRX19844819_clustered.h5ad,2026-05-19 17:14:48,,1.8,21,50.24508014321327,24,21,3,26,18,157,4239,5.389839941652811
227/801,SRX19704186,success,designated_clustering_2/SRX19704186_clustered.h5ad,2026-05-19 17:15:30,,0.8,15,54.70147728919983,22,20,2,26,23,844,10970,6.688711232852168
233/801,SRX19844818,success,designated_clustering_2/SRX19844818_clustered.h5ad,2026-05-19 17:15:43,,0.8,19,50.32552257180214,15,12,3,24,14,374,3965,5.638788179276898
235/801,SRX19844832,success,designated_clustering_2/SRX19844832_clustered.h5ad,2026-05-19 17:16:11,,1.8,15,50.773030519485474,28,25,3,27,16,137,6248,5.41036722694982
224/801,SRX19704180,success,designated_clustering_2/SRX19704180_clustered.h5ad,2026-05-19 17:16:20,,1.5,32,50.32007694244385,22,19,3,27,18,269,14684,4.575917951097324
239/801,SRX19844835,success,designated_clustering_2/SRX19844835_clustered.h5ad,2026-05-19 17:16:23,,0.6,23,50.212324410676956,13,10,3,24,15,195,1962,7.515441719391843
238/801,SRX19844837,success,designated_clustering_2/SRX19844837_clustered.h5ad,2026-05-19 17:17:10,,1.0,32,50.30924081802368,18,15,3,27,19,314,6359,5.553174356984933
243/801,SRX19886046,success,designated_clustering_2/SRX19886046_clustered.h5ad,2026-05-19 17:17:25,,0.2,50,47.59708195924759,4,4,0,9,4,163,1022,1.7526558676150181
240/801,SRX19844836,success,designated_clustering_2/SRX19844836_clustered.h5ad,2026-05-19 17:17:27,,0.9,16,50.540521182119846,16,15,1,24,16,172,4106,5.0510465558362485
236/801,SRX14891756,success,designated_clustering_2/SRX14891756_clustered.h5ad,2026-05-19 17:17:39,,0.5,15,50.666242837905884,14,13,1,25,14,354,9072,4.734415005572589
228/801,SRX19704181,success,designated_clustering_2/SRX19704181_clustered.h5ad,2026-05-19 17:17:50,,0.7,26,50.13546235859394,16,14,2,26,18,226,16384,3.7041328390355153
246/801,SRX19844848,success,designated_clustering_2/SRX19844848_clustered.h5ad,2026-05-19 17:18:05,,1.2,26,50.08489489555359,13,12,1,22,11,135,1074,3.4364724606362187
234/801,SRX19844821,success,designated_clustering_2/SRX19844821_clustered.h5ad,2026-05-19 17:18:16,,0.6,50,49.022792279720306,16,13,3,28,21,90,11906,5.673833364037597
245/801,SRX19886027,success,designated_clustering_2/SRX19886027_clustered.h5ad,2026-05-19 17:18:37,,0.2,50,43.6161607503891,4,3,1,9,3,116,2192,1.0591483495013774
242/801,SRX19844822,success,designated_clustering_2/SRX19844822_clustered.h5ad,2026-05-19 17:18:58,,1.7,47,50.00179558992386,31,18,13,27,20,246,7452,6.969249410299465
241/801,SRX19844823,success,designated_clustering_2/SRX19844823_clustered.h5ad,2026-05-19 17:19:16,,1.9,43,50.01655071973801,42,20,22,28,20,318,8183,6.956172333903279
250/801,SRX19886031,success,designated_clustering_2/SRX19886031_clustered.h5ad,2026-05-19 17:19:24,,0.1,50,46.40328735113144,3,2,1,8,3,105,2192,0.7070393098648874
244/801,SRX19886045,success,designated_clustering_2/SRX19886045_clustered.h5ad,2026-05-19 17:20:22,,0.2,50,39.25459608435631,3,2,1,16,7,286,7926,1.2954191570113889
251/801,SRX19886040,success,designated_clustering_2/SRX19886040_clustered.h5ad,2026-05-19 17:20:30,,0.1,50,45.996351540088654,2,2,0,10,3,142,3840,0.697017046040657
252/801,SRX19886029,success,designated_clustering_2/SRX19886029_clustered.h5ad,2026-05-19 17:20:43,,0.2,50,47.18591868877411,3,3,0,8,4,102,3104,0.53940700698077
248/801,SRX19886023,success,designated_clustering_2/SRX19886023_clustered.h5ad,2026-05-19 17:20:43,,0.1,50,38.26306387782097,3,2,1,9,4,109,7098,0.8096778681430679
253/801,SRX19886042,success,designated_clustering_2/SRX19886042_clustered.h5ad,2026-05-19 17:21:39,,1.3,50,43.609994649887085,14,12,2,9,3,153,4495,0.9087662237013377
247/801,SRX19844828,success,designated_clustering_2/SRX19844828_clustered.h5ad,2026-05-19 17:21:58,,0.7,16,50.20880978554487,19,17,2,24,17,336,12022,6.0327694970430885
254/801,SRX19886039,success,designated_clustering_2/SRX19886039_clustered.h5ad,2026-05-19 17:22:03,,0.1,50,40.75910001993179,2,2,0,7,2,77,4931,0.9655147497154564
237/801,SRX19836244,success,designated_clustering_2/SRX19836244_clustered.h5ad,2026-05-19 17:22:06,,0.2,21,50.24171322584152,8,8,0,16,13,147,17899,4.292161145002575
255/801,SRX19886037,success,designated_clustering_2/SRX19886037_clustered.h5ad,2026-05-19 17:22:16,,0.1,50,40.374354273080826,2,2,0,8,2,82,4734,0.8500215993843274
259/801,SRX19844824,success,designated_clustering_2/SRX19844824_clustered.h5ad,2026-05-19 17:22:21,,0.9,35,50.16654506325722,11,8,3,21,11,234,2135,3.9782788634925064
257/801,SRX19886050,success,designated_clustering_2/SRX19886050_clustered.h5ad,2026-05-19 17:22:26,,0.3,21,50.23674797266722,6,5,1,16,7,89,3665,1.4583591150146518
256/801,SRX19886035,success,designated_clustering_2/SRX19886035_clustered.h5ad,2026-05-19 17:22:51,,0.1,50,40.4304139316082,2,2,0,9,3,157,6143,0.6703812379524388
260/801,SRX19886049,success,designated_clustering_2/SRX19886049_clustered.h5ad,2026-05-19 17:22:51,,0.1,50,48.707880824804306,1,1,0,10,1,120,1305,0.9999999999999233
258/801,SRX19886034,success,designated_clustering_2/SRX19886034_clustered.h5ad,2026-05-19 17:23:05,,0.3,50,45.03419250249863,6,2,4,13,5,86,6229,0.7120685234693592
249/801,SRX19886022,success,designated_clustering_2/SRX19886022_clustered.h5ad,2026-05-19 17:23:22,,0.1,50,37.626226991415024,3,1,2,10,4,98,7237,0.7623215816700115
261/801,SRX19704152,success,designated_clustering_2/SRX19704152_clustered.h5ad,2026-05-19 17:23:59,,1.7,24,50.347115099430084,27,25,2,26,24,168,7010,8.806826804394483
268/801,SRX19727432,success,designated_clustering_2/SRX19727432_clustered.h5ad,2026-05-19 17:24:11,,0.9,15,51.514601707458496,17,16,1,24,13,157,2921,4.903260719258155
269/801,SRX19727426,success,designated_clustering_2/SRX19727426_clustered.h5ad,2026-05-19 17:24:23,,1.5,20,50.118806399405,20,14,6,21,12,56,1809,5.193633695462791
267/801,SRX19727433,success,designated_clustering_2/SRX19727433_clustered.h5ad,2026-05-19 17:24:24,,0.4,50,48.28191697597504,12,12,0,19,11,102,4907,2.9522306466013863
263/801,SRX20407493,success,designated_clustering_2/SRX20407493_clustered.h5ad,2026-05-19 17:25:26,,1.5,19,50.14123860746622,27,20,7,28,22,812,10484,7.92104820729349
266/801,SRX19704193,success,designated_clustering_2/SRX19704193_clustered.h5ad,2026-05-19 17:25:47,,1.0,50,49.730755388736725,19,17,2,27,20,112,7840,8.555695893179859
265/801,SRX20407499,success,designated_clustering_2/SRX20407499_clustered.h5ad,2026-05-19 17:25:56,,0.6,28,50.176819786429405,17,15,2,27,21,671,10368,5.5777125185735486
262/801,SRX20407494,success,designated_clustering_2/SRX20407494_clustered.h5ad,2026-05-19 17:26:56,,1.0,50,49.63246062397957,32,25,7,28,25,289,13604,8.525968687487973
272/801,SRX19704194,success,designated_clustering_2/SRX19704194_clustered.h5ad,2026-05-19 17:27:52,,1.4,36,50.3169946372509,26,23,3,28,20,146,9354,5.907900672869754
274/801,SRX20970826,success,designated_clustering_2/SRX20970826_clustered.h5ad,2026-05-19 17:27:59,,1.2,50,22.84230962395668,8,3,5,16,10,2101,5731,1.2728428168342873
189/801,SRX18965979,success,designated_clustering_2/SRX18965979_clustered.h5ad,2026-05-19 17:28:05,,0.1,50,49.01830852031708,3,3,0,9,5,862,35848,1.974529091742564
275/801,SRX20612052,success,designated_clustering_2/SRX20612052_clustered.h5ad,2026-05-19 17:28:06,,0.2,15,53.98697257041931,9,9,0,19,10,85,6284,2.568004205585817
264/801,SRX20407497,success,designated_clustering_2/SRX20407497_clustered.h5ad,2026-05-19 17:28:20,,1.8,28,50.122563913464546,31,20,11,26,24,266,15143,5.548937990044616
271/801,SRX19704143,success,designated_clustering_2/SRX19704143_clustered.h5ad,2026-05-19 17:28:30,,1.7,32,50.27857422828674,28,23,5,26,21,795,13291,6.622754713526637
276/801,SRX21808827,success,designated_clustering_2/SRX21808827_clustered.h5ad,2026-05-19 17:29:17,,0.3,21,50.216118432581425,9,9,0,21,15,91,9095,5.709183046618145
283/801,SRX22836420,success,designated_clustering_2/SRX22836420_clustered.h5ad,2026-05-19 17:29:51,,1.0,50,48.729733377695084,13,8,5,17,9,587,2381,1.3399193534564984
273/801,SRX19704144,success,designated_clustering_2/SRX19704144_clustered.h5ad,2026-05-19 17:29:52,,1.9,16,50.721893925219774,27,23,4,26,20,206,15959,4.561456150391543
277/801,SRX24275202,success,designated_clustering_2/SRX24275202_clustered.h5ad,2026-05-19 17:29:56,,0.4,50,45.633773505687714,2,1,1,9,5,30,9946,0.7630683567398077
278/801,SRX22130035,success,designated_clustering_2/SRX22130035_clustered.h5ad,2026-05-19 17:30:02,,0.7,50,43.70124042034149,9,7,2,17,6,220,4976,1.1577480216821685
284/801,SRX22226494,success,designated_clustering_2/SRX22226494_clustered.h5ad,2026-05-19 17:30:27,,1.2,24,50.128475949168205,18,15,3,27,14,200,3064,4.689423635582655
287/801,SRX22226500,success,designated_clustering_2/SRX22226500_clustered.h5ad,2026-05-19 17:31:01,,1.5,42,50.0860795378685,20,17,3,25,15,313,1676,6.662325705454043
285/801,SRX22226496,success,designated_clustering_2/SRX22226496_clustered.h5ad,2026-05-19 17:31:08,,1.0,31,50.2312496304512,17,13,4,26,16,99,2945,5.090434162133457
286/801,SRX22226498,success,designated_clustering_2/SRX22226498_clustered.h5ad,2026-05-19 17:31:15,,1.5,32,50.288112461566925,21,14,7,26,17,86,3222,5.046280140203111
289/801,SRX23331468,success,designated_clustering_2/SRX23331468_clustered.h5ad,2026-05-19 17:31:16,,0.3,45,50.30570551753044,4,2,2,7,5,1808,1054,1.9581229023005626
281/801,SRX22478206,success,designated_clustering_2/SRX22478206_clustered.h5ad,2026-05-19 17:31:29,,0.3,50,47.1830353140831,6,6,0,14,10,2556,10695,0.9611597461792392
279/801,SRX21897876,success,designated_clustering_2/SRX21897876_clustered.h5ad,2026-05-19 17:31:49,,0.1,50,33.36889147758484,2,1,1,5,3,648,10883,0.9208946539825388
282/801,SRX21203377,success,designated_clustering_2/SRX21203377_clustered.h5ad,2026-05-19 17:31:52,,0.5,15,50.19335150718689,13,9,4,19,14,403,8210,5.176073004283101
288/801,SRX22226492,success,designated_clustering_2/SRX22226492_clustered.h5ad,2026-05-19 17:32:05,,1.1,39,50.02565532922745,20,15,5,27,18,183,3784,6.663595930349047
292/801,SRX22996364,success,designated_clustering_2/SRX22996364_clustered.h5ad,2026-05-19 17:32:27,,0.5,20,50.10612793266773,17,17,0,23,11,143,3585,6.503723556226655
290/801,SRX22996311,success,designated_clustering_2/SRX22996311_clustered.h5ad,2026-05-19 17:32:28,,1.3,15,53.84567975997925,21,18,3,26,19,112,3332,10.36608818205831
291/801,SRX22996313,success,designated_clustering_2/SRX22996313_clustered.h5ad,2026-05-19 17:32:35,,0.8,15,51.47954821586609,14,13,1,24,14,224,4387,5.076495237003708
294/801,SRX22996380,success,designated_clustering_2/SRX22996380_clustered.h5ad,2026-05-19 17:32:45,,1.9,15,50.293517112731934,28,19,9,25,17,703,3104,6.901388613589713
295/801,SRX22996391,success,designated_clustering_2/SRX22996391_clustered.h5ad,2026-05-19 17:32:53,,0.9,15,50.52953362464905,16,12,4,25,15,265,2496,6.406877971334476
297/801,SRX22996393,success,designated_clustering_2/SRX22996393_clustered.h5ad,2026-05-19 17:32:57,,0.2,40,50.06786957383156,10,8,2,24,9,652,1846,5.768024656153851
296/801,SRX22996381,success,designated_clustering_2/SRX22996381_clustered.h5ad,2026-05-19 17:33:14,,1.9,15,50.016891956329346,23,20,3,25,17,744,3369,6.6153465555557345
293/801,SRX23331472,success,designated_clustering_2/SRX23331472_clustered.h5ad,2026-05-19 17:33:29,,0.2,37,50.08883886039257,5,5,0,5,4,632,5862,2.585483526189527
298/801,SRX22996361,success,designated_clustering_2/SRX22996361_clustered.h5ad,2026-05-19 17:33:33,,1.4,15,50.02768635749817,20,16,4,23,15,630,2709,6.272352040511502
301/801,SRX22996363,success,designated_clustering_2/SRX22996363_clustered.h5ad,2026-05-19 17:33:42,,0.5,40,50.0290222465992,10,9,1,17,9,80,2777,4.375228142883802
299/801,SRX22996397,success,designated_clustering_2/SRX22996397_clustered.h5ad,2026-05-19 17:33:42,,1.4,16,50.412881607189775,23,20,3,25,19,298,3645,7.717558559624283
300/801,SRX22996353,success,designated_clustering_2/SRX22996353_clustered.h5ad,2026-05-19 17:33:49,,1.4,20,50.38004815578461,25,22,3,25,12,135,3769,5.56144813203863
303/801,SRX22996354,success,designated_clustering_2/SRX22996354_clustered.h5ad,2026-05-19 17:34:02,,0.3,40,50.061625242233276,8,8,0,25,11,157,3750,5.626775050626333
280/801,SRX21808834,success,designated_clustering_2/SRX21808834_clustered.h5ad,2026-05-19 17:34:05,,0.7,20,50.25758855044842,16,14,2,20,17,168,14708,4.681084856090675
305/801,SRX23395191,success,designated_clustering_2/SRX23395191_clustered.h5ad,2026-05-19 17:34:11,,0.2,50,48.41394126415253,6,4,2,6,4,53,2125,1.5726062893799908
310/801,SRX22996349,success,designated_clustering_2/SRX22996349_clustered.h5ad,2026-05-19 17:34:50,,1.3,24,50.322236120700836,20,16,4,24,14,524,2661,6.360895485124322
312/801,SRX22996347,success,designated_clustering_2/SRX22996347_clustered.h5ad,2026-05-19 17:35:13,,1.2,22,50.14701224863529,21,16,5,24,15,519,2571,7.238382787738076
309/801,SRX21256826,success,designated_clustering_2/SRX21256826_clustered.h5ad,2026-05-19 17:35:17,,0.5,50,49.81892704963684,13,9,4,23,11,423,3916,4.492740694787778
311/801,SRX22996345,success,designated_clustering_2/SRX22996345_clustered.h5ad,2026-05-19 17:35:27,,0.2,47,50.076014548540115,6,5,1,24,7,222,4092,2.3711596691571506
306/801,SRX22996368,success,designated_clustering_2/SRX22996368_clustered.h5ad,2026-05-19 17:35:32,,0.1,50,42.5539992749691,5,5,0,18,7,119,6645,2.2883436604021905
308/801,SRX22996367,success,designated_clustering_2/SRX22996367_clustered.h5ad,2026-05-19 17:35:44,,0.1,50,44.59643140435219,7,6,1,17,8,108,6668,4.017383191445301
302/801,SRX23395179,success,designated_clustering_2/SRX23395179_clustered.h5ad,2026-05-19 17:35:48,,1.0,23,50.43477937579155,14,9,5,8,6,44,9349,1.3113080829975263
314/801,SRX22996371,success,designated_clustering_2/SRX22996371_clustered.h5ad,2026-05-19 17:36:09,,0.2,43,50.029970705509186,8,8,0,15,8,79,2629,4.084989867177072
