cluster,diseaseArea,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,nCaseProfiles,nControlProfiles,nStudies
36,IPF / Pulmonary Fibrosis,1.5297806478299316,-1.4731205127514997,0.3354072181106654,-4.392035809633213,1.1229419771630096e-05,0.0010190441575634718,ENSG00000117069,34,42,4
36,IPF / Pulmonary Fibrosis,1.7444197514317594,1.2322874092698628,0.3636002239093808,3.389127201354482,0.0007011547688735472,0.01944050816716373,ENSG00000153904,34,42,4
36,IPF / Pulmonary Fibrosis,4.97369441659804,1.116018269162027,0.2915822177947924,3.8274565493134785,0.00012947423058141862,0.006109867284168412,ENSG00000143545,34,42,4
36,IPF / Pulmonary Fibrosis,7.316878937785742,1.0501239359530734,0.3388717484956573,3.0988831043450964,0.0019425164646863324,0.03731409078243876,ENSG00000143248,34,42,4
36,IPF / Pulmonary Fibrosis,3.182427459226268,1.0946811434426325,0.27374182285144055,3.9989546794123414,6.362286035427859e-05,0.0036308269239072773,ENSG00000168264,34,42,4
36,IPF / Pulmonary Fibrosis,2.8911338294029996,-1.0315067667519155,0.2874343866550077,-3.58866863062553,0.0003323709788861979,0.011985746097503506,ENSG00000133019,34,42,4
36,IPF / Pulmonary Fibrosis,7.689461485870575,1.0272726418706388,0.23980808022137923,4.283728225180362,1.8378738952505708e-05,0.0015004198272615076,ENSG00000228474,34,42,4
36,IPF / Pulmonary Fibrosis,1.5949843075800982,-2.2280299091482383,0.7331907699205235,-3.0388133628438236,0.002375119478860565,0.04269404372092478,ENSG00000115523,34,42,4
36,IPF / Pulmonary Fibrosis,8.890087880112189,-1.4229122992125607,0.2857890499700181,-4.978890196674216,6.394990864524209e-07,0.0001342491296488332,ENSG00000115604,34,42,4
36,IPF / Pulmonary Fibrosis,1.7794161022480655,1.2914950959244424,0.4189184593158124,3.082927159700107,0.0020497531987396494,0.03852962034756723,ENSG00000144063,34,42,4
36,IPF / Pulmonary Fibrosis,8.470445304463006,-1.419578794974813,0.3175591327256348,-4.47028174812816,7.811662255221855e-06,0.0008055605392314748,ENSG00000144331,34,42,4
36,IPF / Pulmonary Fibrosis,1.6336121387276177,1.6080344389130588,0.43476658765675186,3.6986154975243903,0.0002167787030844831,0.00878776011538339,ENSG00000168542,34,42,4
36,IPF / Pulmonary Fibrosis,2.0855315376170642,1.9811851606466475,0.39735357701432256,4.985950234884222,6.165801487032243e-07,0.0001342317820028723,ENSG00000118257,34,42,4
36,IPF / Pulmonary Fibrosis,8.356995927001384,1.2661472966310234,0.3037724648351216,4.168077897772101,3.071789650503862e-05,0.002124232890077847,ENSG00000115414,34,42,4
36,IPF / Pulmonary Fibrosis,4.011343926599551,-1.0442414171192411,0.32705631357824605,-3.1928489797198587,0.001408766028335401,0.03122583343080129,ENSG00000153823,34,42,4
36,IPF / Pulmonary Fibrosis,1.6467342320111784,1.2600318564198734,0.3622690157298618,3.4781662292627833,0.0005048567377940771,0.015784829280604176,ENSG00000134121,34,42,4
36,IPF / Pulmonary Fibrosis,1.285558139246608,1.4286693419860312,0.34915467229904,4.091794998986641,4.280469759837959e-05,0.0026597166306316345,ENSG00000285906,34,42,4
