srxAccession,cluster,nClusterCells,studyAccession,diseaseArea,diseased,nCells,proportion
SRX19704130,38,1,PRJNA945854,Other,False,26,0.038461538461538464
SRX19704130,44,1,PRJNA945854,Other,False,26,0.038461538461538464
SRX19704130,45,1,PRJNA945854,Other,False,26,0.038461538461538464
SRX19704130,8,1,PRJNA945854,Other,False,26,0.038461538461538464
SRX19704130,9,9,PRJNA945854,Other,False,26,0.34615384615384615
SRX19704134,1,11,PRJNA945854,Other,False,40,0.275
SRX19704134,14,2,PRJNA945854,Other,False,40,0.05
SRX19704134,20,1,PRJNA945854,Other,False,40,0.025
SRX19704134,26,2,PRJNA945854,Other,False,40,0.05
SRX19704134,36,2,PRJNA945854,Other,False,40,0.05
SRX19704134,38,6,PRJNA945854,Other,False,40,0.15
SRX19704134,4,4,PRJNA945854,Other,False,40,0.1
SRX19704134,43,1,PRJNA945854,Other,False,40,0.025
SRX19704134,44,3,PRJNA945854,Other,False,40,0.075
SRX19704134,5,4,PRJNA945854,Other,False,40,0.1
SRX19704134,60,1,PRJNA945854,Other,False,40,0.025
SRX19704134,8,3,PRJNA945854,Other,False,40,0.075
SRX19704135,1,14,PRJNA945854,Other,False,100,0.14
SRX19704135,14,3,PRJNA945854,Other,False,100,0.03
SRX19704135,20,2,PRJNA945854,Other,False,100,0.02
SRX19704135,23,1,PRJNA945854,Other,False,100,0.01
SRX19704135,24,1,PRJNA945854,Other,False,100,0.01
SRX19704135,26,2,PRJNA945854,Other,False,100,0.02
SRX19704135,34,8,PRJNA945854,Other,False,100,0.08
SRX19704135,36,26,PRJNA945854,Other,False,100,0.26
SRX19704135,38,2,PRJNA945854,Other,False,100,0.02
SRX19704135,4,11,PRJNA945854,Other,False,100,0.11
SRX19704135,43,2,PRJNA945854,Other,False,100,0.02
SRX19704135,44,1,PRJNA945854,Other,False,100,0.01
SRX19704135,45,1,PRJNA945854,Other,False,100,0.01
SRX19704135,5,7,PRJNA945854,Other,False,100,0.07
SRX19704135,6,2,PRJNA945854,Other,False,100,0.02
SRX19704135,60,2,PRJNA945854,Other,False,100,0.02
SRX19704135,8,15,PRJNA945854,Other,False,100,0.15
SRX19704136,1,11,PRJNA945854,Other,False,96,0.11458333333333333
SRX19704136,13,2,PRJNA945854,Other,False,96,0.020833333333333332
SRX19704136,14,3,PRJNA945854,Other,False,96,0.03125
SRX19704136,20,1,PRJNA945854,Other,False,96,0.010416666666666666
SRX19704136,26,6,PRJNA945854,Other,False,96,0.0625
SRX19704136,34,2,PRJNA945854,Other,False,96,0.020833333333333332
SRX19704136,36,12,PRJNA945854,Other,False,96,0.125
SRX19704136,38,8,PRJNA945854,Other,False,96,0.08333333333333333
SRX19704136,4,9,PRJNA945854,Other,False,96,0.09375
SRX19704136,44,3,PRJNA945854,Other,False,96,0.03125
SRX19704136,5,9,PRJNA945854,Other,False,96,0.09375
SRX19704136,59,1,PRJNA945854,Other,False,96,0.010416666666666666
SRX19704136,60,1,PRJNA945854,Other,False,96,0.010416666666666666
SRX19704136,7,1,PRJNA945854,Other,False,96,0.010416666666666666
SRX19704136,8,21,PRJNA945854,Other,False,96,0.21875
SRX19704136,9,6,PRJNA945854,Other,False,96,0.0625
SRX19704137,1,7,PRJNA945854,Other,False,64,0.109375
SRX19704137,20,1,PRJNA945854,Other,False,64,0.015625
SRX19704137,34,2,PRJNA945854,Other,False,64,0.03125
SRX19704137,36,29,PRJNA945854,Other,False,64,0.453125
SRX19704137,4,3,PRJNA945854,Other,False,64,0.046875
SRX19704137,44,1,PRJNA945854,Other,False,64,0.015625
SRX19704137,45,1,PRJNA945854,Other,False,64,0.015625
SRX19704137,5,1,PRJNA945854,Other,False,64,0.015625
SRX19704137,59,1,PRJNA945854,Other,False,64,0.015625
SRX19704137,6,1,PRJNA945854,Other,False,64,0.015625
SRX19704137,8,16,PRJNA945854,Other,False,64,0.25
SRX19704137,9,1,PRJNA945854,Other,False,64,0.015625
SRX19704138,1,1,PRJNA945854,Other,False,137,0.0072992700729927005
SRX19704138,14,7,PRJNA945854,Other,False,137,0.051094890510948905
SRX19704138,20,3,PRJNA945854,Other,False,137,0.021897810218978103
SRX19704138,21,7,PRJNA945854,Other,False,137,0.051094890510948905
SRX19704138,23,1,PRJNA945854,Other,False,137,0.0072992700729927005
SRX19704138,24,1,PRJNA945854,Other,False,137,0.0072992700729927005
SRX19704138,26,1,PRJNA945854,Other,False,137,0.0072992700729927005
SRX19704138,32,2,PRJNA945854,Other,False,137,0.014598540145985401
SRX19704138,34,4,PRJNA945854,Other,False,137,0.029197080291970802
SRX19704138,36,22,PRJNA945854,Other,False,137,0.16058394160583941
SRX19704138,38,6,PRJNA945854,Other,False,137,0.043795620437956206
SRX19704138,4,1,PRJNA945854,Other,False,137,0.0072992700729927005
SRX19704138,43,11,PRJNA945854,Other,False,137,0.08029197080291971
SRX19704138,44,5,PRJNA945854,Other,False,137,0.0364963503649635
SRX19704138,45,4,PRJNA945854,Other,False,137,0.029197080291970802
SRX19704138,5,1,PRJNA945854,Other,False,137,0.0072992700729927005
SRX19704138,59,11,PRJNA945854,Other,False,137,0.08029197080291971
SRX19704138,60,3,PRJNA945854,Other,False,137,0.021897810218978103
SRX19704138,7,4,PRJNA945854,Other,False,137,0.029197080291970802
SRX19704138,8,17,PRJNA945854,Other,False,137,0.12408759124087591
SRX19704138,9,25,PRJNA945854,Other,False,137,0.18248175182481752
SRX19704139,1,2,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.023529411764705882
SRX19704139,14,6,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.07058823529411765
SRX19704139,21,1,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.011764705882352941
SRX19704139,24,2,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.023529411764705882
SRX19704139,36,38,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.4470588235294118
SRX19704139,38,12,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.1411764705882353
SRX19704139,4,5,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.058823529411764705
SRX19704139,5,1,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.011764705882352941
SRX19704139,59,3,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.03529411764705882
SRX19704139,60,1,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.011764705882352941
SRX19704139,7,1,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.011764705882352941
SRX19704139,8,6,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.07058823529411765
SRX19704139,9,7,PRJNA945854,IPF / Pulmonary Fibrosis,False,85,0.08235294117647059
SRX19704141,1,2,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0106951871657754
SRX19704141,13,1,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0053475935828877
SRX19704141,14,8,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0427807486631016
SRX19704141,17,1,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0053475935828877
SRX19704141,20,2,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0106951871657754
SRX19704141,21,6,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.03208556149732621
SRX19704141,26,2,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0106951871657754
SRX19704141,31,1,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0053475935828877
SRX19704141,34,4,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0213903743315508
SRX19704141,36,13,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.06951871657754011
SRX19704141,38,8,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0427807486631016
SRX19704141,43,22,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.11764705882352941
SRX19704141,44,10,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.053475935828877004
SRX19704141,45,17,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.09090909090909091
SRX19704141,5,3,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.016042780748663103
SRX19704141,59,9,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0481283422459893
SRX19704141,60,2,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0106951871657754
SRX19704141,7,7,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.0374331550802139
SRX19704141,8,46,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.24598930481283424
SRX19704141,9,23,PRJNA945854,IPF / Pulmonary Fibrosis,False,187,0.12299465240641712
SRX19704142,1,13,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.11607142857142858
SRX19704142,14,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.008928571428571428
SRX19704142,20,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.017857142857142856
SRX19704142,21,6,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.05357142857142857
SRX19704142,24,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.026785714285714284
SRX19704142,26,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.03571428571428571
SRX19704142,31,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.008928571428571428
SRX19704142,36,7,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.0625
SRX19704142,38,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.017857142857142856
SRX19704142,4,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.026785714285714284
SRX19704142,43,29,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.25892857142857145
SRX19704142,44,27,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.24107142857142858
SRX19704142,45,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.044642857142857144
SRX19704142,5,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.03571428571428571
SRX19704142,6,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.008928571428571428
SRX19704142,9,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,112,0.03571428571428571
SRX19704143,0,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,1,12,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.07792207792207792
SRX19704143,14,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,20,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,21,7,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.045454545454545456
SRX19704143,24,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.032467532467532464
SRX19704143,26,11,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.07142857142857142
SRX19704143,31,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,32,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,34,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,36,12,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.07792207792207792
SRX19704143,38,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.012987012987012988
SRX19704143,4,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.025974025974025976
SRX19704143,43,36,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.23376623376623376
SRX19704143,44,23,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.14935064935064934
SRX19704143,45,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.012987012987012988
SRX19704143,5,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.01948051948051948
SRX19704143,59,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,6,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.012987012987012988
SRX19704143,60,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.006493506493506494
SRX19704143,9,27,PRJNA945854,IPF / Pulmonary Fibrosis,True,154,0.17532467532467533
SRX19704147,24,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.14705882352941177
SRX19704147,26,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.058823529411764705
SRX19704147,34,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.029411764705882353
SRX19704147,36,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.058823529411764705
SRX19704147,43,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.029411764705882353
SRX19704147,44,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.029411764705882353
SRX19704147,8,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.029411764705882353
SRX19704147,9,21,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.6176470588235294
SRX19704148,20,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,71,0.014084507042253521
SRX19704148,24,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,71,0.04225352112676056
SRX19704148,26,33,PRJNA945854,IPF / Pulmonary Fibrosis,True,71,0.4647887323943662
SRX19704148,34,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,71,0.04225352112676056
SRX19704148,45,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,71,0.04225352112676056
SRX19704148,9,28,PRJNA945854,IPF / Pulmonary Fibrosis,True,71,0.39436619718309857
SRX19704149,0,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.029411764705882353
SRX19704149,10,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.029411764705882353
SRX19704149,24,6,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.17647058823529413
SRX19704149,26,10,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.29411764705882354
SRX19704149,9,16,PRJNA945854,IPF / Pulmonary Fibrosis,True,34,0.47058823529411764
SRX19704150,24,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,18,0.2222222222222222
SRX19704150,34,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,18,0.16666666666666666
SRX19704150,9,11,PRJNA945854,IPF / Pulmonary Fibrosis,True,18,0.6111111111111112
SRX19704151,1,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.05555555555555555
SRX19704151,13,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,14,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.037037037037037035
SRX19704151,20,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.037037037037037035
SRX19704151,24,8,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.14814814814814814
SRX19704151,26,14,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.25925925925925924
SRX19704151,31,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,32,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.037037037037037035
SRX19704151,34,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.037037037037037035
SRX19704151,4,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,43,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,44,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.09259259259259259
SRX19704151,45,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,59,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,6,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,60,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.018518518518518517
SRX19704151,9,8,PRJNA945854,IPF / Pulmonary Fibrosis,True,54,0.14814814814814814
SRX19704152,0,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.06153846153846154
SRX19704152,1,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.03076923076923077
SRX19704152,21,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.03076923076923077
SRX19704152,23,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.015384615384615385
SRX19704152,24,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.06153846153846154
SRX19704152,26,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.046153846153846156
SRX19704152,31,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.046153846153846156
SRX19704152,34,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.07692307692307693
SRX19704152,43,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.015384615384615385
SRX19704152,44,7,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.1076923076923077
SRX19704152,45,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.015384615384615385
SRX19704152,60,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.046153846153846156
SRX19704152,8,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.015384615384615385
SRX19704152,9,28,PRJNA945854,IPF / Pulmonary Fibrosis,True,65,0.4307692307692308
SRX19704153,1,3,PRJNA945854,Other,False,39,0.07692307692307693
SRX19704153,13,1,PRJNA945854,Other,False,39,0.02564102564102564
SRX19704153,17,1,PRJNA945854,Other,False,39,0.02564102564102564
SRX19704153,20,1,PRJNA945854,Other,False,39,0.02564102564102564
SRX19704153,24,1,PRJNA945854,Other,False,39,0.02564102564102564
SRX19704153,34,3,PRJNA945854,Other,False,39,0.07692307692307693
SRX19704153,36,6,PRJNA945854,Other,False,39,0.15384615384615385
SRX19704153,38,3,PRJNA945854,Other,False,39,0.07692307692307693
SRX19704153,4,12,PRJNA945854,Other,False,39,0.3076923076923077
SRX19704153,45,2,PRJNA945854,Other,False,39,0.05128205128205128
SRX19704153,5,3,PRJNA945854,Other,False,39,0.07692307692307693
SRX19704153,6,1,PRJNA945854,Other,False,39,0.02564102564102564
SRX19704153,8,2,PRJNA945854,Other,False,39,0.05128205128205128
SRX19704155,1,3,PRJNA945854,Other,False,14,0.21428571428571427
SRX19704155,21,1,PRJNA945854,Other,False,14,0.07142857142857142
SRX19704155,26,2,PRJNA945854,Other,False,14,0.14285714285714285
SRX19704155,34,1,PRJNA945854,Other,False,14,0.07142857142857142
SRX19704155,38,1,PRJNA945854,Other,False,14,0.07142857142857142
SRX19704155,4,1,PRJNA945854,Other,False,14,0.07142857142857142
SRX19704155,44,1,PRJNA945854,Other,False,14,0.07142857142857142
SRX19704155,59,1,PRJNA945854,Other,False,14,0.07142857142857142
SRX19704155,8,2,PRJNA945854,Other,False,14,0.14285714285714285
SRX19704155,9,1,PRJNA945854,Other,False,14,0.07142857142857142
SRX19704158,1,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.0125
SRX19704158,13,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.00625
SRX19704158,14,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.01875
SRX19704158,20,8,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.05
SRX19704158,23,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.025
SRX19704158,24,8,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.05
SRX19704158,26,6,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.0375
SRX19704158,31,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.00625
SRX19704158,32,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.00625
SRX19704158,34,6,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.0375
SRX19704158,36,41,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.25625
SRX19704158,38,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.00625
SRX19704158,4,8,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.05
SRX19704158,43,7,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.04375
SRX19704158,44,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.025
SRX19704158,45,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.03125
SRX19704158,5,6,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.0375
SRX19704158,59,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.00625
SRX19704158,6,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.01875
SRX19704158,7,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.03125
SRX19704158,8,9,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.05625
SRX19704158,9,30,PRJNA945854,IPF / Pulmonary Fibrosis,True,160,0.1875
SRX19704159,13,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.005988023952095809
SRX19704159,14,7,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.041916167664670656
SRX19704159,17,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.005988023952095809
SRX19704159,20,11,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.0658682634730539
SRX19704159,21,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.005988023952095809
SRX19704159,23,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.023952095808383235
SRX19704159,24,6,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.03592814371257485
SRX19704159,26,31,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.18562874251497005
SRX19704159,31,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.023952095808383235
SRX19704159,34,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.005988023952095809
SRX19704159,36,17,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.10179640718562874
SRX19704159,39,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.005988023952095809
SRX19704159,43,25,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.1497005988023952
SRX19704159,44,28,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.16766467065868262
SRX19704159,45,16,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.09580838323353294
SRX19704159,60,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.005988023952095809
SRX19704159,7,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.005988023952095809
SRX19704159,9,11,PRJNA945854,IPF / Pulmonary Fibrosis,True,167,0.0658682634730539
SRX19704160,1,7,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.109375
SRX19704160,13,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.015625
SRX19704160,14,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.03125
SRX19704160,20,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.0625
SRX19704160,24,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.046875
SRX19704160,26,5,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.078125
SRX19704160,34,7,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.109375
SRX19704160,36,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.0625
SRX19704160,4,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.03125
SRX19704160,43,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.03125
SRX19704160,44,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.046875
SRX19704160,45,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.046875
SRX19704160,5,13,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.203125
SRX19704160,52,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.015625
SRX19704160,8,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.046875
SRX19704160,9,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,64,0.0625
SRX19704161,1,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,77,0.03896103896103896
SRX19704161,14,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,77,0.05194805194805195
SRX19704161,20,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,77,0.03896103896103896
SRX19704161,23,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,77,0.012987012987012988
SRX19704161,24,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,77,0.012987012987012988
